								
N	Word	Freq.	%	Texts	%	Dispersion	Lemmas	Set
6.403	COLCHÓN	1	0,00	1	3,57	0,00		
6.404	COLEGIADOS	1	0,00	1	3,57	0,00		
6.405	COLOCACIÓN	1	0,00	1	3,57	0,00		
6.406	COMBATIR	1	0,00	1	3,57	0,00		
6.407	COMEDIR	1	0,00	n/a	n/a	n/a	COMEDIR[0] COMIDAS[1]	
6.408	COMENZARÍA	1	0,00	1	3,57	0,00		
6.409	COMER	1	0,00	1	3,57	0,00		
6.410	COMERCIALIZACIÓN	1	0,00	1	3,57	0,00		
6.411	COMIDAS	1	0,00	1	3,57	0,00		
6.412	COMISARIOS	1	0,00	1	3,57	0,00		
6.413	COMISIONES	1	0,00	1	3,57	0,00		
6.414	CÓMODO	1	0,00	1	3,57	0,00		
6.415	COMPAÑÍAS	1	0,00	1	3,57	0,00		
6.416	COMPARABLE	1	0,00	n/a	n/a	n/a	COMPARABLE[0] COMPARABLES[1]	
6.417	COMPARABLES	1	0,00	1	3,57	0,00		
6.418	COMPARECENCIAS	1	0,00	1	3,57	0,00		
6.419	COMPARECIENDO	1	0,00	1	3,57	0,00		
6.420	COMPARECIERA	1	0,00	1	3,57	0,00		
6.421	COMPARTIDAS	1	0,00	1	3,57	0,00		
6.422	COMPARTIDO	1	0,00	1	3,57	0,00		
6.423	COMPATIBILIZARLO	1	0,00	1	3,57	0,00		
6.424	COMPENSAR	1	0,00	1	3,57	0,00		
6.425	COMPENSATORIA	1	0,00	1	3,57	0,00		
6.426	COMPENSATORIO	1	0,00	n/a	n/a	n/a	COMPENSATORIO[0] COMPENSATORIA[1]	
6.427	COMPENTENCIAS	1	0,00	1	3,57	0,00		
6.428	COMPETENCIALES	1	0,00	1	3,57	0,00		
6.429	COMPLEJO	1	0,00	n/a	n/a	n/a	COMPLEJO[0] COMPLEJOS[1]	
6.430	COMPLEJOS	1	0,00	1	3,57	0,00		
6.431	COMPLETADA	1	0,00	1	3,57	0,00		
6.432	COMPLETADOS	1	0,00	1	3,57	0,00		
6.433	COMPLETARÁ	1	0,00	1	3,57	0,00		
6.434	COMPONENTES	1	0,00	1	3,57	0,00		
6.435	COMPORTADO	1	0,00	1	3,57	0,00		
6.436	COMPORTARÁ	1	0,00	1	3,57	0,00		
6.437	COMPORTEN	1	0,00	1	3,57	0,00		
6.438	COMPRA	1	0,00	n/a	n/a	n/a	COMPRA[0] COMPRAS[1]	
6.439	COMPRAS	1	0,00	1	3,57	0,00		
6.440	COMPRENDEN	1	0,00	1	3,57	0,00		
6.441	COMPROBACION	1	0,00	1	3,57	0,00		
6.442	COMPROBADA	1	0,00	1	3,57	0,00		
6.443	COMPROBANTE	1	0,00	1	3,57	0,00		
6.444	COMPROBARA	1	0,00	1	3,57	0,00		
6.445	COMPROBARSE	1	0,00	1	3,57	0,00		
6.446	COMPROMETA	1	0,00	1	3,57	0,00		
6.447	COMPROMETÍAN	1	0,00	1	3,57	0,00		
6.448	COMPROMETIDAS	1	0,00	1	3,57	0,00		
6.449	COMPROMETIÉNDOSE	1	0,00	1	3,57	0,00		
6.450	COMPROMETO	1	0,00	1	3,57	0,00		
6.451	COMPULSA	1	0,00	1	3,57	0,00		
6.452	COMPULSADA	1	0,00	1	3,57	0,00		
6.453	COMPULSAR	1	0,00	n/a	n/a	n/a	COMPULSAR[0] COMPULSADA[1]	
6.454	COMPUTADO	1	0,00	1	3,57	0,00		
6.455	COMPUTADOS	1	0,00	1	3,57	0,00		
6.456	COMPUTANDO	1	0,00	1	3,57	0,00		
6.457	COMPUTÁNDOSE	1	0,00	1	3,57	0,00		
6.458	COMUNICA	1	0,00	1	3,57	0,00		
6.459	COMUNICÁNDOLO	1	0,00	1	3,57	0,00		
6.460	COMUNICANTE	1	0,00	n/a	n/a	n/a	COMUNICANTE[0] COMUNICANTES[1]	
6.461	COMUNICANTES	1	0,00	1	3,57	0,00		
6.462	COMUNICARLA	1	0,00	1	3,57	0,00		
6.463	COMUNIQUEN	1	0,00	1	3,57	0,00		
6.464	COMUNITARIZADO	1	0,00	1	3,57	0,00		
6.465	COMÚNMENTE	1	0,00	1	3,57	0,00		
6.466	CONCATENACIONES	1	0,00	1	3,57	0,00		
6.467	CONCATENADOS	1	0,00	1	3,57	0,00		
6.468	CONCEBIR	1	0,00	n/a	n/a	n/a	CONCEBIR[0] CONCIBE[1]	
6.469	CONCEDENTE	1	0,00	1	3,57	0,00		
6.470	CONCEDERLAS	1	0,00	1	3,57	0,00		
6.471	CONCERNIDO	1	0,00	1	3,57	0,00		
6.472	CONCERNIENTE	1	0,00	n/a	n/a	n/a	CONCERNIENTE[0] CONCERNIENTES[1]	
6.473	CONCERNIENTES	1	0,00	1	3,57	0,00		
6.474	CONCERNIR	1	0,00	n/a	n/a	n/a	CONCERNIR[0] CONCERNIDO[1]	
6.475	CONCERTARSE	1	0,00	1	3,57	0,00		
6.476	CONCIBE	1	0,00	1	3,57	0,00		
6.477	CONCIENCIA	1	0,00	1	3,57	0,00		
6.478	CONCIERTEN	1	0,00	1	3,57	0,00		
6.479	CONCIERTO	1	0,00	1	3,57	0,00		
6.480	CONCIERTOS	1	0,00	1	3,57	0,00		
6.481	CONCLUIRÁ	1	0,00	1	3,57	0,00		
6.482	CONCLUIRÁN	1	0,00	1	3,57	0,00		
6.483	CONCLUYE	1	0,00	1	3,57	0,00		
6.484	CONCLUYERA	1	0,00	1	3,57	0,00		
6.485	CONCLUYESE	1	0,00	1	3,57	0,00		
6.486	CONCLUYESEN	1	0,00	1	3,57	0,00		
6.487	CONCORDANTES	1	0,00	1	3,57	0,00		
6.488	CONCRECIONES	1	0,00	1	3,57	0,00		
6.489	CONCRETADO	1	0,00	1	3,57	0,00		
6.490	CONCRETAN	1	0,00	1	3,57	0,00		
6.491	CONCRETARÁ	1	0,00	1	3,57	0,00		
6.492	CONCULCAR	1	0,00	n/a	n/a	n/a	CONCULCAR[0] CONCULCASE[1]	
6.493	CONCULCASE	1	0,00	1	3,57	0,00		
6.494	CONCURRIDO	1	0,00	1	3,57	0,00		
6.495	CONCURRIENDO	1	0,00	1	3,57	0,00		
6.496	CONCURRIERAN	1	0,00	1	3,57	0,00		
6.497	CONDENADA	1	0,00	1	3,57	0,00		
6.498	CONDICIONADOS	1	0,00	1	3,57	0,00		
6.499	CONDUCIDO	1	0,00	1	3,57	0,00		
6.500	CONDUCIRÁN	1	0,00	1	3,57	0,00		
6.501	CONDUCTOR	1	0,00	1	3,57	0,00		
6.502	CONDUCTOS	1	0,00	1	3,57	0,00		
6.503	CONDUJERON	1	0,00	1	3,57	0,00		
6.504	CONFECCIONADO	1	0,00	1	3,57	0,00		
6.505	CONFECCIONARÁ	1	0,00	1	3,57	0,00		
6.506	CONFERIDAS	1	0,00	1	3,57	0,00		
6.507	CONFIDENCIAL	1	0,00	1	3,57	0,00		
6.508	CONFIERE	1	0,00	1	3,57	0,00		
6.509	CONFIGURACIONES	1	0,00	1	3,57	0,00		
6.510	CONFIGURADO	1	0,00	1	3,57	0,00		
6.511	CONFIGURÁNDOSE	1	0,00	1	3,57	0,00		
6.512	CONFIRMACIÓN	1	0,00	1	3,57	0,00		
6.513	CONGRESO	1	0,00	n/a	n/a	n/a	CONGRESO[0] CONGRESOS[1]	
6.514	CONGRESOS	1	0,00	1	3,57	0,00		
6.515	CONJUNTAS	1	0,00	1	3,57	0,00		
6.516	CONLLEVARÁN	1	0,00	1	3,57	0,00		
6.517	CONLLEVARÍA	1	0,00	1	3,57	0,00		
6.518	CONLLEVE	1	0,00	1	3,57	0,00		
6.519	CONOCIDOS	1	0,00	1	3,57	0,00		
6.520	CONOCIENDO	1	0,00	1	3,57	0,00		
6.521	CONOCIERAN	1	0,00	1	3,57	0,00		
6.522	CONSAGRADO	1	0,00	1	3,57	0,00		
6.523	CONSAGRAR	1	0,00	n/a	n/a	n/a	CONSAGRAR[0] CONSAGRADO[1]	
6.524	CONSANGUÍNEA	1	0,00	1	3,57	0,00		
6.525	CONSANGUÍNEO	1	0,00	n/a	n/a	n/a	CONSANGUÍNEO[0] CONSANGUÍNEA[1]	
6.526	CONSCIENTE	1	0,00	1	3,57	0,00		
6.527	CONSEJERÍAS	1	0,00	1	3,57	0,00		
6.528	CONSENSO	1	0,00	1	3,57	0,00		
6.529	CONSENTIDA	1	0,00	1	3,57	0,00		
6.530	CONSENTIMIENTOS	1	0,00	1	3,57	0,00		
6.531	CONSERVA	1	0,00	1	3,57	0,00		
6.532	CONSERVADO	1	0,00	1	3,57	0,00		
6.533	CONSIDERACIONES	1	0,00	1	3,57	0,00		
6.534	CONSIDERASE	1	0,00	1	3,57	0,00		
6.535	CONSIDERASEN	1	0,00	1	3,57	0,00		
6.536	CONSIGNACIÓN	1	0,00	1	3,57	0,00		
6.537	CONSIGNADA	1	0,00	1	3,57	0,00		
6.538	CONSIGNADAS	1	0,00	1	3,57	0,00		
6.539	CONSIGNARÁ	1	0,00	1	3,57	0,00		
6.540	CONSISTA	1	0,00	1	3,57	0,00		
6.541	CONSISTE	1	0,00	1	3,57	0,00		
6.542	CONSTANTE	1	0,00	1	3,57	0,00		
6.543	CONSTASE	1	0,00	1	3,57	0,00		
6.544	CONSTATACIÓN	1	0,00	1	3,57	0,00		
6.545	CONSTATADAS	1	0,00	1	3,57	0,00		
6.546	CONSTITUIRSE	1	0,00	1	3,57	0,00		
6.547	CONSULTADA	1	0,00	1	3,57	0,00		
6.548	CONSULTARLO	1	0,00	1	3,57	0,00		
6.549	CONSULTARSE	1	0,00	1	3,57	0,00		
6.550	CONSULTE	1	0,00	1	3,57	0,00		
6.551	CONSULTIVAS	1	0,00	1	3,57	0,00		
6.552	CONTABA	1	0,00	1	3,57	0,00		
6.553	CONTAGIOSA	1	0,00	1	3,57	0,00		
6.554	CONTAGIOSAS	1	0,00	1	3,57	0,00		
6.555	CONTAGIOSOS	1	0,00	1	3,57	0,00		
6.556	CONTARAN	1	0,00	1	3,57	0,00		
6.557	CONTEMPLAN	1	0,00	1	3,57	0,00		
6.558	CONTEMPLANDO	1	0,00	1	3,57	0,00		
6.559	CONTEMPLARÁN	1	0,00	1	3,57	0,00		
6.560	CONTEMPLATIVAS	1	0,00	1	3,57	0,00		
6.561	CONTEMPLATIVO	1	0,00	n/a	n/a	n/a	CONTEMPLATIVO[0] CONTEMPLATIVAS[1]	
6.562	CONTEMPLE	1	0,00	1	3,57	0,00		
6.563	CONTENEDORES	1	0,00	1	3,57	0,00		
6.564	CONTIENEN	1	0,00	1	3,57	0,00		
6.565	CONTINENTE	1	0,00	1	3,57	0,00		
6.566	CONTINUADAS	1	0,00	1	3,57	0,00		
6.567	CONTINUARE	1	0,00	1	3,57	0,00		
6.568	CONTINUARLO	1	0,00	1	3,57	0,00		
6.569	CONTRADICCIÓN	1	0,00	1	3,57	0,00		
6.570	CONTRADICTORIAS	1	0,00	1	3,57	0,00		
6.571	CONTRADICTORIO	1	0,00	n/a	n/a	n/a	CONTRADICTORIO[0] CONTRADICTORIAS[1]	
6.572	CONTRAE	1	0,00	1	3,57	0,00		
6.573	CONTRAPARTIDA	1	0,00	1	3,57	0,00		
6.574	CONTRATADAS	1	0,00	1	3,57	0,00		
6.575	CONTRATARON	1	0,00	1	3,57	0,00		
6.576	CONTRATASE	1	0,00	1	3,57	0,00		
6.577	CONTRATE	1	0,00	1	3,57	0,00		
6.578	CONTRAVINIENDO	1	0,00	1	3,57	0,00		
6.579	CONTRIBUCIÓN	1	0,00	n/a	n/a	n/a	CONTRIBUCIÓN[0] CONTRIBUCIONES[1]	
6.580	CONTRIBUCIONES	1	0,00	1	3,57	0,00		
6.581	CONTRIBUIDO	1	0,00	1	3,57	0,00		
6.582	CONTRIBUYAN	1	0,00	1	3,57	0,00		
6.583	CONTRIBUYE	1	0,00	1	3,57	0,00		
6.584	CONTRIBUYENDO	1	0,00	1	3,57	0,00		
6.585	CONTRIBUYÓ	1	0,00	1	3,57	0,00		
6.586	CONTROLA	1	0,00	1	3,57	0,00		
6.587	CONTROLARÁ	1	0,00	1	3,57	0,00		
6.588	CONVALECIENTE	1	0,00	n/a	n/a	n/a	CONVALECIENTE[0] CONVALECIENTES[1]	
6.589	CONVALECIENTES	1	0,00	1	3,57	0,00		
6.590	CONVENCIMIENTO	1	0,00	1	3,57	0,00		
6.591	CONVENCIONES	1	0,00	1	3,57	0,00		
6.592	CONVENIDO	1	0,00	1	3,57	0,00		
6.593	CONVERGENCIA	1	0,00	1	3,57	0,00		
6.594	CONVIERTA	1	0,00	1	3,57	0,00		
6.595	CONVIRTIERON	1	0,00	1	3,57	0,00		
6.596	CONVIVAN	1	0,00	1	3,57	0,00		
6.597	CONVIVEN	1	0,00	1	3,57	0,00		
6.598	CONVIVIENDO	1	0,00	1	3,57	0,00		
6.599	CONVIVIENTE	1	0,00	1	3,57	0,00		
6.600	CONVIVIERA	1	0,00	1	3,57	0,00		
6.601	CONVIVIESEN	1	0,00	1	3,57	0,00		
6.602	CONVIVIRÁN	1	0,00	1	3,57	0,00		
6.603	CONVOCADAS	1	0,00	1	3,57	0,00		
6.604	CONVOCADOS	1	0,00	1	3,57	0,00		
6.605	CONVOCARÁN	1	0,00	1	3,57	0,00		
6.606	CONVOCATORIA	1	0,00	n/a	n/a	n/a	CONVOCATORIA[0] CONVOCATORIAS[1]	
6.607	CONVOCATORIAS	1	0,00	1	3,57	0,00		
6.608	CONVOQUE	1	0,00	1	3,57	0,00		
6.609	COOFICIAL	1	0,00	n/a	n/a	n/a	COOFICIAL[0] COOFICIALES[1]	
6.610	COOFICIALES	1	0,00	1	3,57	0,00		
6.611	COOPERA	1	0,00	1	3,57	0,00		
6.612	COOPERADOR	1	0,00	n/a	n/a	n/a	COOPERADOR[0] COOPERADORES[1]	
6.613	COOPERADORES	1	0,00	1	3,57	0,00		
6.614	COOPERARÁ	1	0,00	1	3,57	0,00		
6.615	COOPERATIVA	1	0,00	n/a	n/a	n/a	COOPERATIVA[0] COOPERATIVAS[1]	
6.616	COOPERATIVAS	1	0,00	1	3,57	0,00		
6.617	COORDINADAMENTE	1	0,00	1	3,57	0,00		
6.618	COORDINADOR	1	0,00	1	3,57	0,00		
6.619	COORDINANDO	1	0,00	1	3,57	0,00		
6.620	COORDINARÁ	1	0,00	1	3,57	0,00		
6.621	COPIAS	1	0,00	1	3,57	0,00		
6.622	CORRECTAMENTE	1	0,00	1	3,57	0,00		
6.623	CORRECTAS	1	0,00	1	3,57	0,00		
6.624	CORRELACIÓN	1	0,00	1	3,57	0,00		
6.625	CORRELATIVAMENTE	1	0,00	1	3,57	0,00		
6.626	CORRELATIVAS	1	0,00	1	3,57	0,00		
6.627	CORRELATIVO	1	0,00	n/a	n/a	n/a	CORRELATIVO[0] CORRELATIVAS[1]	
6.628	CORRERÁ	1	0,00	1	3,57	0,00		
6.629	CORRERÁN	1	0,00	1	3,57	0,00		
6.630	CORRESPONDERLE	1	0,00	1	3,57	0,00		
6.631	CORRESPONDIENDO	1	0,00	1	3,57	0,00		
6.632	CORRIENTES	1	0,00	1	3,57	0,00		
6.633	CORRIGIENDO	1	0,00	1	3,57	0,00		
6.634	CORTESÍA	1	0,00	1	3,57	0,00		
6.635	CORTINA	1	0,00	n/a	n/a	n/a	CORTINA[0] CORTINAS[1]	
6.636	CORTINAS	1	0,00	1	3,57	0,00		
6.637	CORTOS	1	0,00	1	3,57	0,00		
6.638	COSTAS	1	0,00	1	3,57	0,00		
6.639	COSTEAR	1	0,00	1	3,57	0,00		
6.640	COSTUMBRE	1	0,00	1	3,57	0,00		
6.641	COTIDIANA	1	0,00	1	3,57	0,00		
6.642	COTIDIANO	1	0,00	n/a	n/a	n/a	COTIDIANO[0] COTIDIANA[1]	
6.643	COTIZADAS	1	0,00	1	3,57	0,00		
6.644	COTIZARÁ	1	0,00	1	3,57	0,00		
6.645	COYUNTURAL	1	0,00	1	3,57	0,00		
6.646	CREADOR	1	0,00	n/a	n/a	n/a	CREADOR[0] CREADORES[1]	
6.647	CREADORES	1	0,00	1	3,57	0,00		
6.648	CREADOS	1	0,00	1	3,57	0,00		
6.649	CREAN	1	0,00	1	3,57	0,00		
6.650	CREEN	1	0,00	1	3,57	0,00		
6.651	CRÍMENES	1	0,00	1	3,57	0,00		
6.652	CRISTAL	1	0,00	n/a	n/a	n/a	CRISTAL[0] CRISTALES[1]	
6.653	CRISTALES	1	0,00	1	3,57	0,00		
6.654	CRUZ	1	0,00	1	3,57	0,00		
6.655	CUADRA	1	0,00	n/a	n/a	n/a	CUADRA[0] CUADRAS[1]	
6.656	CUADRADO	1	0,00	n/a	n/a	n/a	CUADRADO[0] CUADRADOS[1]	
6.657	CUADRADOS	1	0,00	1	3,57	0,00		
6.658	CUADRAS	1	0,00	1	3,57	0,00		
6.659	CUADROS	1	0,00	1	3,57	0,00		
6.660	CUÁLES	1	0,00	1	3,57	0,00		
6.661	CUALIFICACIONES	1	0,00	1	3,57	0,00		
6.662	CUALIFICADO	1	0,00	1	3,57	0,00		
6.663	CUALITATIVA	1	0,00	1	3,57	0,00		
6.664	CUALITATIVO	1	0,00	n/a	n/a	n/a	CUALITATIVO[0] CUALITATIVA[1]	
6.665	CUANTITATIVA	1	0,00	1	3,57	0,00		
6.666	CUARENTENA	1	0,00	1	3,57	0,00		
6.667	CUBERTERÍA	1	0,00	1	3,57	0,00		
6.668	CUBRE	1	0,00	1	3,57	0,00		
6.669	CUBRIRSE	1	0,00	1	3,57	0,00		
6.670	CUIDADOS	1	0,00	1	3,57	0,00		
6.671	CUIDANDO	1	0,00	1	3,57	0,00		
6.672	CUIDEN	1	0,00	1	3,57	0,00		
6.673	CULTOS	1	0,00	1	3,57	0,00		
6.674	CULTURAS	1	0,00	1	3,57	0,00		
6.675	CUM	1	0,00	1	3,57	0,00		
6.676	CUMPLIESE	1	0,00	1	3,57	0,00		
6.677	CUMPLIMENTADOS	1	0,00	1	3,57	0,00		
6.678	CUMPLIMENTANDO	1	0,00	1	3,57	0,00		
6.679	CUMPLIMENTARLA	1	0,00	1	3,57	0,00		
6.680	CUMPLIMENTE	1	0,00	1	3,57	0,00		
6.681	CUMPLIMENTO	1	0,00	1	3,57	0,00		
6.682	CUMPLIÓ	1	0,00	1	3,57	0,00		
6.683	CUMPLIRÁ	1	0,00	1	3,57	0,00		
6.684	CUPO	1	0,00	1	3,57	0,00		
6.685	CURA	1	0,00	n/a	n/a	n/a	CURA[0] CURAS[1]	
6.686	CURAS	1	0,00	1	3,57	0,00		
6.687	CURRÍCULO	1	0,00	n/a	n/a	n/a	CURRÍCULO[0] CURRÍCULOS[1]	
6.688	CURRÍCULOS	1	0,00	1	3,57	0,00		
6.689	CURRICULUM	1	0,00	1	3,57	0,00		
6.690	CURRÍCULUM	1	0,00	1	3,57	0,00		
6.691	CURSADA	1	0,00	1	3,57	0,00		
6.692	CURSARÁN	1	0,00	1	3,57	0,00		
6.693	CURSEN	1	0,00	1	3,57	0,00		
6.694	CV	1	0,00	1	3,57	0,00		
6.695	DÁNDOLES	1	0,00	1	3,57	0,00		
6.696	DATA	1	0,00	1	3,57	0,00		
6.697	DATABA	1	0,00	1	3,57	0,00		
6.698	DATAR	1	0,00	n/a	n/a	n/a	DATAR[0] DATABA[1]	
6.699	DEAMBULATORIO	1	0,00	1	3,57	0,00		
6.700	DEBAJO	1	0,00	1	3,57	0,00		
6.701	DEBATE	1	0,00	n/a	n/a	n/a	DEBATE[0] DEBATES[1]	
6.702	DEBATES	1	0,00	1	3,57	0,00		
6.703	DEBIDOS	1	0,00	1	3,57	0,00		
6.704	DEBIERA	1	0,00	1	3,57	0,00		
6.705	DEBIERON	1	0,00	1	3,57	0,00		
6.706	DECIDE	1	0,00	1	3,57	0,00		
6.707	DECIDIESE	1	0,00	1	3,57	0,00		
6.708	DECISIVA	1	0,00	1	3,57	0,00		
6.709	DECISIVOS	1	0,00	1	3,57	0,00		
6.710	DECLARADAS	1	0,00	1	3,57	0,00		
6.711	DECLARANDO	1	0,00	1	3,57	0,00		
6.712	DECLARÓ	1	0,00	1	3,57	0,00		
6.713	DECRETADA	1	0,00	1	3,57	0,00		
6.714	DECRETADO	1	0,00	1	3,57	0,00		
6.715	DECRETOLEY	1	0,00	1	3,57	0,00		
6.716	DECRETOS	1	0,00	1	3,57	0,00		
6.717	DEDICADA	1	0,00	1	3,57	0,00		
6.718	DEDICAN	1	0,00	1	3,57	0,00		
6.719	DEDICANDO	1	0,00	1	3,57	0,00		
6.720	DEDICÁNDOSE	1	0,00	1	3,57	0,00		
6.721	DEDICARE	1	0,00	1	3,57	0,00		
6.722	DEDUCCIÓN	1	0,00	1	3,57	0,00		
6.723	DEDUCIDOS	1	0,00	1	3,57	0,00		
6.724	DEFINAN	1	0,00	1	3,57	0,00		
6.725	DEFINIDA	1	0,00	1	3,57	0,00		
6.726	DEFINIENDO	1	0,00	1	3,57	0,00		
6.727	DEFINIRÁ	1	0,00	1	3,57	0,00		
6.728	DEJÁNDOLO	1	0,00	1	3,57	0,00		
6.729	DELICTIVAS	1	0,00	1	3,57	0,00		
6.730	DELICTIVO	1	0,00	n/a	n/a	n/a	DELICTIVO[0] DELICTIVAS[1]	
6.731	DELIMITAN	1	0,00	1	3,57	0,00		
6.732	DELIMITAR	1	0,00	n/a	n/a	n/a	DELIMITAR[0] DELIMITAN[1]	
6.733	DEMANDADO	1	0,00	n/a	n/a	n/a	DEMANDADO[0] DEMANDADOS[1]	
6.734	DEMANDADOS	1	0,00	1	3,57	0,00		
6.735	DEMOCRÁTICOS	1	0,00	1	3,57	0,00		
6.736	DEMOGRÁFICO	1	0,00	1	3,57	0,00		
6.737	DEMUESTRA	1	0,00	1	3,57	0,00		
6.738	DENEGADAS	1	0,00	1	3,57	0,00		
6.739	DENEGADOS	1	0,00	1	3,57	0,00		
6.740	DENEGARLE	1	0,00	1	3,57	0,00		
6.741	DENIEGA	1	0,00	1	3,57	0,00		
6.742	DENIEGUEN	1	0,00	1	3,57	0,00		
6.743	DENUNCIAR	1	0,00	1	3,57	0,00		
6.744	DEPENDA	1	0,00	1	3,57	0,00		
6.745	DEPENDE	1	0,00	1	3,57	0,00		
6.746	DEPORTAR	1	0,00	n/a	n/a	n/a	DEPORTAR[0] DEPORTE[1]	
6.747	DEPORTE	1	0,00	1	3,57	0,00		
6.748	DEPORTIVAS	1	0,00	1	3,57	0,00		
6.749	DEPORTIVOS	1	0,00	1	3,57	0,00		
6.750	DEPOSITADAS	1	0,00	1	3,57	0,00		
6.751	DEPOSITARÁ	1	0,00	1	3,57	0,00		
6.752	DERECHA	1	0,00	1	3,57	0,00		
6.753	DERIVAN	1	0,00	1	3,57	0,00		
6.754	DERIVARÁ	1	0,00	1	3,57	0,00		
6.755	DERIVARON	1	0,00	1	3,57	0,00		
6.756	DEROGA	1	0,00	1	3,57	0,00		
6.757	DEROGACIONES	1	0,00	1	3,57	0,00		
6.758	DEROGADOS	1	0,00	1	3,57	0,00		
6.759	DEROGANDO	1	0,00	1	3,57	0,00		
6.760	DEROGARA	1	0,00	1	3,57	0,00		
6.761	DESAGUAR	1	0,00	n/a	n/a	n/a	DESAGUAR[0] DESAGÜE[1]	
6.762	DESAGÜE	1	0,00	1	3,57	0,00		
6.763	DESAPARECE	1	0,00	1	3,57	0,00		
6.764	DESAPARECIERA	1	0,00	1	3,57	0,00		
6.765	DESAPAREZCA	1	0,00	1	3,57	0,00		
6.766	DESARROLLARLAS	1	0,00	1	3,57	0,00		
6.767	DESARROLLOS	1	0,00	1	3,57	0,00		
6.768	DESATENDIDO	1	0,00	1	3,57	0,00		
6.769	DESATENDIDOS	1	0,00	1	3,57	0,00		
6.770	DESBORDADO	1	0,00	1	3,57	0,00		
6.771	DESBORDEN	1	0,00	1	3,57	0,00		
6.772	DESCARGAR	1	0,00	1	3,57	0,00		
6.773	DESCARGARSE	1	0,00	1	3,57	0,00		
6.774	DESCENDENCIA	1	0,00	1	3,57	0,00		
6.775	DESCENDENTE	1	0,00	1	3,57	0,00		
6.776	DESCENSO	1	0,00	1	3,57	0,00		
6.777	DESCENTRALIZACIÓN	1	0,00	1	3,57	0,00		
6.778	DESCONCENTRA	1	0,00	1	3,57	0,00		
6.779	DESCONCENTRACIÓN	1	0,00	1	3,57	0,00		
6.780	DESCONCENTRAR	1	0,00	1	3,57	0,00		
6.781	DESCONOCE	1	0,00	1	3,57	0,00		
6.782	DESCONOCIDO	1	0,00	1	3,57	0,00		
6.783	DESCONTADO	1	0,00	1	3,57	0,00		
6.784	DESCONTAR	1	0,00	n/a	n/a	n/a	DESCONTAR[0] DESCONTADO[1]	
6.785	DESCRIBA	1	0,00	1	3,57	0,00		
6.786	DESCRIBE	1	0,00	1	3,57	0,00		
6.787	DESCRIBEN	1	0,00	1	3,57	0,00		
6.788	DESCRIBIRÁN	1	0,00	1	3,57	0,00		
6.789	DESCRIPTIVA	1	0,00	1	3,57	0,00		
6.790	DESCRIPTIVO	1	0,00	n/a	n/a	n/a	DESCRIPTIVO[0] DESCRIPTIVA[1]	
6.791	DESEABLES	1	0,00	1	3,57	0,00		
6.792	DESEAN	1	0,00	1	3,57	0,00		
6.793	DESECHABLE	1	0,00	n/a	n/a	n/a	DESECHABLE[0] DESECHABLES[1]	
6.794	DESECHABLES	1	0,00	1	3,57	0,00		
6.795	DESECHADO	1	0,00	1	3,57	0,00		
6.796	DESECHAR	1	0,00	n/a	n/a	n/a	DESECHAR[0] DESECHADO[1]	
6.797	DESEMBARQUE	1	0,00	1	3,57	0,00		
6.798	DESEMPEÑA	1	0,00	1	3,57	0,00		
6.799	DESEMPEÑADOS	1	0,00	1	3,57	0,00		
6.800	DESEMPEÑE	1	0,00	1	3,57	0,00		
6.801	DESESTIMADO	1	0,00	1	3,57	0,00		
6.802	DESFAVORABLES	1	0,00	1	3,57	0,00		
6.803	DESGLOSADA	1	0,00	1	3,57	0,00		
6.804	DESIGNADOS	1	0,00	1	3,57	0,00		
6.805	DESIGNARÁN	1	0,00	1	3,57	0,00		
6.806	DESIGNARSE	1	0,00	1	3,57	0,00		
6.807	DESIGNIO	1	0,00	1	3,57	0,00		
6.808	DESINFECTANTES	1	0,00	1	3,57	0,00		
6.809	DESISTA	1	0,00	1	3,57	0,00		
6.810	DESNUDAR	1	0,00	n/a	n/a	n/a	DESNUDAR[0] DESNUDO[1]	
6.811	DESNUDO	1	0,00	1	3,57	0,00		
6.812	DESPIDOS	1	0,00	1	3,57	0,00		
6.813	DESPLAZADA	1	0,00	1	3,57	0,00		
6.814	DESPLAZARÁN	1	0,00	1	3,57	0,00		
6.815	DESPLEGARÁ	1	0,00	1	3,57	0,00		
6.816	DESPLIEGA	1	0,00	1	3,57	0,00		
6.817	DESPLIEGUE	1	0,00	1	3,57	0,00		
6.818	DESPRENDA	1	0,00	1	3,57	0,00		
6.819	DESPRENDE	1	0,00	1	3,57	0,00		
6.820	DESPRENDEN	1	0,00	1	3,57	0,00		
6.821	DESPROPORCIONADAS	1	0,00	1	3,57	0,00		
6.822	DESPROPORCIONADOS	1	0,00	1	3,57	0,00		
6.823	DESPROVEER	1	0,00	n/a	n/a	n/a	DESPROVEER[0] DESPROVISTA[1]	
6.824	DESPROVISTA	1	0,00	1	3,57	0,00		
6.825	DESRATIZACIÓN	1	0,00	1	3,57	0,00		
6.826	DESTACAN	1	0,00	1	3,57	0,00		
6.827	DESTACANDO	1	0,00	1	3,57	0,00		
6.828	DESTINAN	1	0,00	1	3,57	0,00		
6.829	DESTINARÁ	1	0,00	1	3,57	0,00		
6.830	DESTINARÁN	1	0,00	1	3,57	0,00		
6.831	DESTINOGPS	1	0,00	1	3,57	0,00		
6.832	DESTRUIR	1	0,00	1	3,57	0,00		
6.833	DESVINCULANDO	1	0,00	1	3,57	0,00		
